group_id	summ
#NAME17	This is the best sushi I have ever had in a long time. Everything is fresh and delicious. I had the salmon                                                                                                                                                                                                       ,tuna                                                                                                                                                                                                                 ,salmon                                                                                                  ,shrimp                                                                       ,and tempura roll. Both were very good and the service was great.
7OQ7lhIsjLSmf-3012LAuw	This place is great! I've been here a few times now and have never been disappointed. The staff is super friendly and helpful. I had the salmon bowl and it was delicious! Will be back for sure!
5b_n_RXYQtNf9b2d-O4SzA	This is the best dealership in the valley. My husband and I have dealt with schumacher in the past. All of the staff is very friendly and helpful. If you need a vehicle                                                                                                                          ,ask them to get your vehicle serviced.
0oh91u-VcUopMsdHJvF-CQ	This place is the worst Dunkin donuts I've ever been to. The lady who took my order was extremely rude and didn't know what she was doing. I'll be going back to this location.
806kkDGaRCJ4lZLRcEf-iw	Best ramen I've ever had in a long time. It's a bit pricier than Kenzo                                                                                                                                                                                                                            ,but I'm not sure if you're craving ramen                                                                                                                                                                             ,but this is the best ramen place in Montreal. The service is also very friendly.
373HGZUJm47MupH8QBx8Zg	I've been going to west coast for over a year now and I'm glad to have found west coast tattoo shop. Everyone is very friendly and professional.
7yTtTjsZLi5Ef1vsr6ZPTw	If you are looking for a quick lunch                                                                                                                                                                                                                                                              ,this is the place to go. I ordered the chicken breast sandwich and it was extremely dry. All of the ingredients were fresh                                                                                           ,and they didn't seem to care about their customers. I will not be back.
7o61DDMJ1noIlDbjY-McEA	This is a great place to shop for a quick bite. The staff is very friendly and helpful. I wish they had a bigger selection of stores                                                                                                                                                              ,but this is one of the best malls I've ever seen.
1ZgqJjtb91E9tOKhKrzsuw	This place is the best Mexican food I've ever had. The service is great and the food is delicious. If you want authentic Mexican food                                                                                                                                                             ,this is the place!
#NAME18	This is my favorite Chinese restaurant in the area. The food is great                                                                                                                                                                                                                                            ,service is fast and friendly. I had the general Tso's chicken and it was delicious! Definitely will be back for sure.
#NAME19	If you're looking for authentic Vietnamese food                                                                                                                                                                                                                                                                  ,this is the place to go! I've been here a couple times and every time I come here I have never had a bad experience. The food is delicious and the portions are huge. I wish they had more vegetarian options though.
4POPYEONJpkfhWOMx_PyGg	This is the best steak house I've ever had in a long time. Everything is fresh and delicious. The service is great                                                                                                                                                                                ,and the staff is very friendly. If you're looking for a quick meal                                                                                                                                                   ,this is a must!
8FUzCm4Q13MJMX7N6ftmQw	This is the best Chinese restaurant I've ever been to. The food is very good and the service is quick. I would recommend this place to anyone who likes Chinese food.
3xEO9oyGqfO_O8eSlxYTBA	This place is amazing! I have been going here for years now. The staff is very friendly and helpful. I would highly recommend this place to anyone looking for a relaxing massage.
#NAME20	If you are looking for a quick bite to eat                                                                                                                                                                                                                                                                       ,this is the place. I had the kir royale cupcake and it was delicious. Even though it was a little pricey for what you get                                                                                            ,the service was friendly. I will be back!
4gXdyihRiytmXEAfqLNMBw	This place has the best Italian food I've ever had. Service was friendly and attentive. Our server was very friendly and made us feel welcome. We will be back!
5u27mhDjcJ4Y7QbDhRyaXg	This place has the best bubble tea I've ever had in my life. It's hard to find a place where you can customize your own drink                                                                                                                                                                     ,but the quality of the bubble tea is delicious. I also tried the taro milk tea and it was delicious! Will definitely be back!
1GA01-VWTAkV72huVT409g	These guys are the best! I have used superior service for a few years now                                                                                                                                                                                                                         ,and they are amazing. I would recommend them to anyone who is in need of a new car in Las Vegas. They are very professional and courteous.
3XE-poXz9CeDao-Q7pqkTw	One of the best seafood restaurants in Vegas. I've been here a few times now                                                                                                                                                                                                                      ,and the food is consistently good. I wish they had more variety of dishes                                                                                                                                            ,but it's a bit pricey for the amount of food you get.
0jHZk9RrKh0uRhTRW1XIqQ	This is the best Mediterranean restaurant in Cleveland. The staff is very friendly and attentive. The food is amazing and the portions are generous. If you're looking for a healthy meal                                                                                                         ,you can't go wrong with this place.
6nmlclYyyLyH5EGLUpsmjw	This place is a hidden gem in Mesa. The staff is very friendly and helpful. I had the apple fritter and it was delicious. I would definitely recommend this place if you're looking for a quick bite to eat.
#NAME21	This place is awesome! I have been here a handful of times and have never been disappointed. The staff was friendly and helpful. The beer selection was great as well. I'll be back!
13RpfoJXpRseXTW_RyEyPQ	This place is amazing! The staff was friendly and helpful. I would definitely recommend this place to anyone who is looking for a great place to get some work done. I'm glad I found this place!
5OqrwhtZ3mcmUSwLINZTWQ	This place is awesome! The food was delicious and the service was great. I had the Peking duck and it was so good. My husband had the duck                                                                                                                                                        ,which was a little hard for me                                                                                                                                                                                       ,but I would definitely come back again!
2YZ0gKvOsrdbZ7LKdxRhxA	This place is awesome! I have been coming here for years and have never had a problem with my phone. The staff is friendly and helpful. I highly recommend this place if you're in the area!
07jQarxKd_8J_AJHD5YBqQ	If you're looking for a healthy meal                                                                                                                                                                                                                                                              ,this is the place to go. I've been here three times now and both times it was delicious. The staff was friendly and helpful. I'll be back!
749MsdV9v1SijXaLrY23pw	This is a great place to grab a glass of wine. If you haven't been here                                                                                                                                                                                                                           ,you'll have to wait for your food to be served in a long time. The staff is very friendly and helpful. I don't think I'll be back!
1x8_aJQ-iqvymhRK3SNbLg	If you are looking for authentic Mexican food                                                                                                                                                                                                                                                     ,this is the place to go. The service was great and the food was delicious. If you haven't tried it                                                                                                                   ,you will not be disappointed.
80TTAvMtRsPPFtFFnXgskA	This is a great place to go for lunch or dinner. You can customize your own bowl of food                                                                                                                                                                                                          ,but it's a little pricey for what you get. Also                                                                                                                                                                      ,the staff is friendly and helpful as well.
7owvf-6q5pmVQXTxLI6Wqg	This is my favorite sushi place in town. The food is always fresh and tasty. Service is friendly and attentive. If you're looking for a quick meal                                                                                                                                                ,this is the place.
6pQ1DpZo6zygNc3qTch-iA	This is a great place to get your coffee fix. I've been here several times and each time I'm in town. The staff is friendly                                                                                                                                                                       ,knowledgeable                                                                                                                                                                                                        ,and helpful. If you're looking for a real treat                                                         ,this is the place!
7jl9EJQCGBiTyXTDXMsRIw	My wife and I have been here several times now and have never had a bad meal. The service is impeccable                                                                                                                                                                                           ,and the food is delicious. We had the lobster ravioli and it was delicious. I highly recommend this place.
5WJOM9DefIvLOIrntDIv-A	This place is awesome! I had the Caesar salad with a side of balsamic vinaigrette. Both were delicious and the service was great. Will definitely be back!
#NAME22	I've been eating here for years and have never had a bad experience. The food is outstanding                                                                                                                                                                                                                     ,the service is impeccable                                                                                                                                                                                            ,and the food was delicious. I highly recommend this restaurant to anyone who wants to have a great meal.
74C1z6cqEdvJVgETTcEodw	This place is the best Italian restaurant I have ever been to. The food is delicious and the service is great. I had the penne alla vodka pasta and it was delicious! Definitely will be back!
0kPm1zEpeXFRg8D2phqgCQ	This is the worst Dunkin donuts I have ever had in my life. The staff was nice and friendly. However                                                                                                                                                                                              ,the coffee was cold and the coffee wasn't even good. I would not recommend this location if you're looking for a coffee shop.
6jDD-Z8QcsKTdIDWwM8gog	This place has the best Italian food I've ever had. Service was great and the food was delicious. We ordered the eggplant parm and it was delicious! Will definitely be back.
41H6zhehn6vY_b0f2JPuwA	I love this place! I have been getting my lashes done here for years and have always been happy with the results. The staff is very friendly and helpful. I will definitely be back!
7ABOYoF6DeUnX-jTYH14wA	The food was good and the waiter was very friendly. I had the chicken parm and it was delicious. My only complaint was that it was hard to find a place in the area.
0BbRoMwVTZgYV1oqgtsHOw	This place is the worst bar I've ever been to. The bartender was very rude and acted like I was bothering her when I walked in. She did not know how to take care of us. The food was mediocre at best. I'd rather go somewhere else.
0mb-rhWhjrlyiNFGrH_FbQ	I love this restaurant. I have been here several times and have never been disappointed. The food is delicious and the service is great. I would recommend this place to anyone who wants to have a good meal.
50KEvLtQl9Vv4YE1vs681Q	This place is the best Thai food I have ever had. The pad Thai was delicious                                                                                                                                                                                                                      ,and the service was great. I had the chicken and broccoli and it was delicious. Even though it was a little pricey for what you get                                                                                  ,it's a little pricy.
-zuJkmIjdRahT_yHED-62g	Been here a couple of times now. The food is very good and the service is good. I think it's a little pricy                                                                                                                                                                                       ,but it's worth it. My favourite sushi place in Toronto.
0XHMciYfPq7HzEiLCknaCA	This place is the best sandwich I've ever had in my life. The staff is very friendly and helpful. I had the Philly cheese steak and it was delicious. The only reason I didn't give it 5 stars is because it's a little pricey for what you get.
5PZefPGncZH6AWMqPY2m9g	Been here a few times now and have never had a bad experience. The staff is friendly and helpful. They also have arcade games for kids and adults. I would definitely recommend this place to anyone.
4oUBoG5Ui48wUSvy2rS4VQ	This is an amazing place to get your lashes done! I've been coming here for years and have never had a bad experience. The staff is always friendly                                                                                                                                               ,professional                                                                                                                                                                                                         ,and knowledgeable. I have been going to this place for years now and I'm always happy with my results.
4iACB0ppsvwA2mFvLJoNbA	These guys are the best! I've been going to this shop for years and they are awesome! My husband and I had a great experience. Everyone was super friendly and helpful. We will definitely be back! Thank you Terry!
0uwQIGlKICIYuRtayVnh7g	If you are looking for a healthy meal then this is the place. It's a chain restaurant with the exception of the food and service. I would not recommend this location to anyone.
4yAvytbVKHqSYAo3mkI9OA	Best Persian food I've ever had in a long time. Everything is fresh and delicious. The owner is very friendly                                                                                                                                                                                     ,even if you don't have to wait.
4c19YWOjPmbFUK4-V2GEvg	The food is decent                                                                                                                                                                                                                                                                                ,but the service is terrible. I've been here a few times and each time I get the food. I don't think I'll be back.
1_Dg-GguWatioW4mvFQKQA	This place is the best sushi I've had in a long time. However                                                                                                                                                                                                                                     ,the service was slow and inattentive. If you're looking for sushi                                                                                                                                                    ,this is the place to go.
