group_id	rev1	rev2	rev3	rev4	rev5	rev6	rev7	rev8
B005H86LZ8	What else can be said..... this product is revolutionary. I cannot believe something so simple could be so effective and I wonder why I didn't see this myself! Kudos to the inventor. This magnet is strong and putting your glasses through the space while working is easy and just as easy to retrieve them when needed. Necessity is the mother of invention....	I saw this product on SHARK TANK and wanted it then. When I ordered it and tried it I was very impressed. The magnet is super strong and you can place it anywhere on your clothing. I bought 2 and will order more for Christmas gifts.Ellen	I wish I could use this, but my cardilogist said no.... even though I have a fairly new, high-fangled pacemaker. He doesn't have any problem with me having a cell phone in my shirt pocket, but said this magnet is just too powerful.	These little guys are amazing,, the magnetic is very strong,, your glasses will not fall out when bending over.. yeah maybe a crystal does fall out so what,, just glue it back in and it stays,, you'll always know where your glasses are,, love mine	I like it, keeps the glasses handy but when you bend over, they can fall out. So good idea, but has its limits. Perhaps if it didn't stick out as far, that would hold the glasses tighter.	ReadeRest Eye-Glass Holder-Magnet broke off after one week and I have no phone number to call the company. For the week I had it, it worked fine on my shirt but one of the front round magnets separted from the glass holding piece. A piece of junk!	Fantastic product! Ive had to order more now that ive shown to everyone. They all want one. Can be placed anywhere on your clothing and blends right in. Had people think it was part of the clothing. great gift / stocking stuffer	Great Product! Very Strong Magnet that works in holding and keeping your glasses secure. Well worth the price that I paid for it... First showing of this product was on 'Shark Tank' and it has lived up to expectations!
B005JS7KME	Got these for my 9-year-old who has really bad foot odor. I really had little confidence that these would work but needed to try something- ANYTHING- to help. And lo and behold they actually work. So well that I ordered another set for a second pair of shoes.	I love this product... 100% natural AND eliminates foot odor! While it appeared to be smaller than my 8.5 shoes, the insole fits perfectly into heels, boots, flats and running shoes. Very impressed! It has worked wonders so far! Can't wait to put this product to test this summer!	I have thick peeling, itchy skin on the bottom of one foot. I had tried everything to get rid of it. The final trick were these inserts along with slathering coconut oil mixed with athletes foot oil & oregano oil two times a day. FINALLY, normal soft feet!	The insoles fit comfortably into my shoes. I love that they are discreet and thin. I no longer have to worry about foot odor or about my shoes stinking. I definitely can see where my shoes will have a longer life by using these insoles.	Product is OK. It doesn't seem to work as well for me as was advertised. It does serve to keep your show a little dryer, but doesn't seem to work all day for me. I wouldn't recommend it as there are other options that do the same but cost less.Ok	Im sure if I were to put them in my tennis shoes they would probably fit perfectly. I am wearing them in my croc I have to wear for work. Thay are to thin width wise to really make a difference bc they tend to slide around.	This is a fantastic product that I would recommend to anyone who wants their feet to feel cooler, more comfortable, less sweaty and ultimately less smelly! They are so effective I use them in several pairs of shoes. I'm a very happy customer, thanks so much Zederna!	These insoles are so thin that I can even wear them in my pumps. They look SO much nicer than odor-eaters and work way better too. I highly recommend them. I accidentally ordered a men's 9 instead of a women's 9. It was huge but very easy to trim down with scissors. Enjoy!
B008Z8W714	I didn't know what to expect when I ordered this, but I am pleasantly pleased. The unit fits perfectly into my Zippo case, and is easy to fill and use. Once in a while it won't light but if you blow into the flame area it will work the next try.	I think Zippo over charges and I wanted to try off brand. I must say I have been pleasantly surprised and my wallet thanks me. Don't get me wrong I love classic Zippo lighters however butane torches are clean burning and are great for EDC since they have almost zero odor. The torch also adjusts very nicely so you can fine tune your preference.	got for a christmas gift and i cant say how awsome this insert is i love that the fuel wont just evaporate the flames a bit big at first and had to urn screw as how the little lever wouldnt go over far enough but again no biggy awsome product i challenge you to blow this thing out	i bought this product expecting it to last about a week, that was almost a year ago. i want to share just the facts: it plastic so don't go beating it aroundits a little small so some tape is needed to build it up and hold it in placeif you clean it right it will last for a long time	I like carrying my classic Zippo and not tainting my cigars with lighter fluid. Much cheaper to get a Zippo and this insert than to buy a Zippo Blu. I also prefer the electric ignition to the flint wheel on the Zippo Blu.	I love the old style Zippo but was having difficulty with the standard fluid and carrying the lighter around in my pocket. This made it very convenient and it's a cool 'novelty' item. I still keep most of my Zippos original (standard insert), but it's cool to have a few of these with the 'butane' conversion kit...	It did not fit properly. I then removed it and re-inserted original Zippo insert. To my dismay, cap of Zippo no longer closed properly. (Apparently, attempting to get the Thunderbird insert into the Zippo and close the cap caused the hinge to deform, rendering the Zippo unusable). Disappointing, to say the least!	Thank God I found this. It works on Butane, and it will hold fuel longer than a week. Stupid Zippo, with their flints, and their packing, and their wicks. They make a version of this with a flint, do not buy that one, buy this one. It works great. Stay away form Z-plus.
B00GW5NX88	Immediately curbed my RLS. Feels great to get some sleep! Also has produced a noticeable improvement in my girlfriends mood over the last week. Cant recommend this stuff enough. Many people are deficient in Magnesium these days which can cause a whole host of problems. This pure product is definetly the most affordable and effective way to supplement magnesium daily.	It is a very good dissolving powder, i noticed that I feel much more calm and rested since using a teaspoon a day for the last 2 days... I cant give it 5 stars because of the short time Ive been taking it, but I will update this review in about a week.	I use this in conjunction with N-Acetyl L-Cysteine and TUDCA for the liver, but it has been GREAT for my arthritis! I definitely will continue to use this product. I currently take 3327 mg x d, so it is reasonably priced. Again, great product!	I purchased this to put in my Soylent mix, and I couldn't be happier. Like other supplements I've ordered from this company, the product is well shipped and the resealable bag is easy to store. I also like how concentrated it is, and how little I need to use to supplement my diet.Couldn't be happier.	I have been taking Magnesium supplements for a number of years. Magnesium Citrate seems to work best for me, and I like being able to customize my own dosage. No fillers, and no artificial flavoring, excellent packaging, and a quality product.	I am not pleased with this product. I ordered this because it was the same ingredient in a similar product, 'CALM' magnesium citrate powder. However, this product is not what I expected. It does not taste or fizz like the CALM powder. This was an attempt to order in bulk and save money, but I failed with this one.	I like this product, but not sure how it's as strong as it says it is. I have noticed that I have better results from the Calms magnesium than taking double the dose of this product. I don't get the upset stomach from this like what's common for a citrate form, so maybe it's being absorbed better.	The BulkSupplements Pure Magnesium Citrate Powder dissolves easily in liquid and works especially great in my natural smoothies that I mix in a blender, and can also work great with juices. A much better deal than magnesium citrate in liquid solution form, especially the 1Kg bag.
B00006IUVM	I had an almost identical steamer from Black & Decker purchased around 1985. The lid on that one finally broke and I've been looking for one like it for 2 years. Nice to see a good design hasn't been changed. Love the steamer!	I bought this one as a replacement for an old one I had. We cook with it every day and love it! It is the perfect size for our family. Although the picture shows it with a clear lid, the one I received in the mail had a white lid.	I love this steamer. Everyone in my family now has one because they are so great. It is easy to use and easy to clean. I love using it to make rice - no more cleaning up boiled-over rice from the stove! It also makes corn on the cob and boiled eggs hassle free.	THIS IS MY SECOND ONE OF THESE STEAMERS. I USED THE FIRST ONE ALMOST DAILY FOR OVER 5 YEARS. I LOVE THE VERSITILITY OF THIS ITEM. MAKES EXCELLENT STEAMED SHRIMP, THE RICE IS PERFECT EVERY TIME, VEGETABLES TASTE GREAT. JUST A USEFUL ITEM TO HAVE IN THE KITCHEN.	I love this steamer. I use it to steam all kinds of vegetables and new potatoes. I really like the larger basket and the screen where you can put herbs or spices to flavor what you are cooking. I highly recommend it.	Sometimes I use the steamer for just one vegetable, or for rice, but it's really nice to have the separate basket when I want to steam two separate vegetables at the same time. I've been very pleased with the steamer and have used it several times already. The instruction book in helpful too. Thank you.	boiling broccoli always adds a ton of water and makes it super soggy, but this is the best way to cook broccoli (and other things of course...) I would definately recommend this product. The only downfall is that it's pretty big and we have NO couter space, so it makes it difficult to store it and make room for it.	This is our second B / D steamer. The first served us well for years before the plexiglass bowl cracked and finally broke. It was impossible to find a replacement in any major chain stores. Lots of rice steamers but no small in size vegetable steamers. Amazon came through again. Thanks Jeff!
B0002U34HY	We've used these filters in our DustBuster for several years. With a little care, such as occasionally blowing it out with air or tapping on sidewalk, they have very long life. Seem to catch everything from grit, to dog hair, to fine ashes without letting much blow through exhaust. Getting harder to find at local stores, so I bought two.	This is the wrong filter if you are buying the CHV1510 Hand Vacuum. Amazon pairs it up together and it SAYS it works with all 'cyclonic hand vacs,' but it doesn't. You need the VF110 for the CHV1510. Amazon WRONG. Product Description WRONG. Me wrong for not reading the reviews first.	Instead of having to buy an all new Dustbuster just because mine is older and the filters aren't in stock anywhere didn't mean I had to updrage & pay for a newer one. After having found the filters here, I buy them and they work extremely well. Very satisfied.	I bought this to replace my tired and dirty filter. After I received it, I realized that there was nothing wrong with the one I already had. (They are washable.) However it helps to have two, so you can change the filter quickly when necessary and not take time to wash the first one.	This item list listed with the vacuum -- 'frequently bought together' with the Black & Decker CHV9608 9.6 Volt Cyclonic-Action Cordless DustBuster BUT this filter does NOT fit! Argh! Corrections are needed in the 'frequently bought together' section, and the correct filter needs to be listed.	I bought these filters because it said they are often bought with the vaccum I got. Recently, I went to put them in the vaccum and discovered they do not fit. To boot, I missed the window to get a refund. Rip off!	I bought the cordless Cyclonic DustBuster CHV1408. The correct filter for the DustBuster CHV1408 is Replacement Filter VF08. In the 'Frequently Bought Together' section at Amazon, both the VF100 replacement filter and the VF08 replacement filter are listed. The VF100 replacement filter WILL NOT fit the CHV1408.	I was disappointed to discover that the filter does not fit the Black and Decker Dustbuster I own. There are nubs around the top that prevent it from working. I have not been able by number or description to locate the proper filter or Amazon or anywhere else. This is very disappointing as I purchased the vacuum on Amazon.
B000COQT0Y	I spent an hour looking for a solar system poster that included Pluto. My son insists it is unfair that Pluto was 'fired'. It includes information on conditions, atmosphere, diameter, and the duration of each planets 'day' and 'year'. It covered all the basic information we needed, and it is beautiful.	Pretty happy with the poster for something to teach my son when he grows up about just how small our world actually is compared to the other planets that are out there.Overall good quality and looks pretty good up on the wall.Big enough to catch someones eye and clear enough to tell which planet is which.	This poster is a few years out of date - still lists Pluto as a planet - but man, the artwork on it is awesome. I also love the inset map that shows the planets' sizes to scale. It's probably not good for a classroom due to its age, but for a bedroom or general decoration, it's great.	My son said 'Wow, this is great!' He's only 4 years but he's enjoying learning about the solar system. Each planet has an informative summary. Great service! Will be framing the poster for his room. Love it!!	Its a great poster! Bought at a huge discount. Only thing is I thought the description said laminated. It was not, its a standard poster. But its perfect for what I needed it for. Now I just have to get a frame for it: D	I could not have been more disappointed in my purchase! The picture and size was perfect but there were so many wrinkles it looked terrible. I took it to a professional framer and even using there equipment the wrinkles remained. When I bought the poster it was supposed to be brand new. I was really ripped off and may never order from Amazon again.	It's a bit dated, and if your not sitting directly by it, it's a bit hard to read. The poster is nice though. We didn't get a frame just hung it on the wall for homeschooling, we like it a lot!	The item arrived on time and my son loves it. It's posted on the side wall next to his bed. He looks at it all the time. The picture quality is not perfect but for the price it's okay.
B001EQJ5AU	It was easy to put together and looks great. However, when the item was shipped to me, one of the backs of the chairs was broken. I just fixed it myself with wood glue. Its not even visible now. The rest of it was in perfect condition.	The table and chairs are very nice but not quite the color I expected (but I am getting used to it). Table and chairs delivered by the carrier right on time and with no damage. Very easy to assemble, but very difficult to get out of the box it was so well protected.	This table was super easy to put together. The table and chairs are solid and sturdy! The seats are very comfortable. The table is the perfect size for our not so big kitchen. We are very pleased with this purchase.	Moved to smaller living quarters and this just fits the bill. Color is perfect and it was easy to assemble. One fault to find is that the top scratches easily. It even came with a scratch. Other than that it is fine.	I love my new dining room set. The set is very sturdy, the walnut finish is a nice color.This set is great for a small area, kitchen nook.Would not recommend for a large eating area.Table is small and so are the chairs.Yet strong enough to hold big boys and girls, thumps up, great price, packed well, arrived in a timely matter.	It fits perfectly in the kitchen at the office. My staff assembled it without any delay. Everyone loves the dining set and they can't believe I ordered it on-line. I made the measurements and made sure of the dimensions of the room and the dining set and it's a perfect fit.	I received this table and chairs completely damaged. The customer service experience with this company was terrible. In my opinion, this set is cheap and overpriced. It's not durable and not worth the money. Don't waste your time.	The box looked like it had been opened, and then re-taped for resell. One of the chairs was broken, and the broken piece was nowhere close to the originating piece. Possibly other pieces damaged too, though didn't bother looking, instead just re-taped it back up to be sent back. I hope they don't just resell it to someone else.
B001GCV0FK	This teapot works well for me, sometimes I wish it had a whistle. The color appears as shown. Remember to use it on low / medium heat. At first the top is a little difficult to remove but now it works well.	As a tea pot it works fine but the handle is plastic & the cover has repainted & chipped paint at the base of the knob.I am not happy with the product but because of my health & price, I did not send it back.	It's lovely. NO cracking or loss of enamel. It is just the right color. Sadly it is a little smaller than I expected (smaller than the average tea kettle) makes for small batches of tea. Quite happy with it though.	Be warned - the color of this cute little kettle as depicted in this ad is not at all what arrives when you order it. It's more of a medium, dusty sky blue. Not in any way 'turquoise.'	The color is great. Just what I wanted for my kitchen Devore. One thing, I rated 4 stars because I find it difficult to open the lid... it's really tough. It's tight. After a few day it has gotten better. I think it'll keep getting easier. Besides that one flaw I like it.	The kettle is beautiful, but within 5 uses the handle started melting. Apparently the handle is plastic and cannot withstand hot temperatures, which is unfortunate for a product that must hold boiling water. You can buy this kettle if you don't plan on using it. You've been warned!!	Perfect for our seafront condo in Florida style - bought all our kitchen accessories to go with it.No problems, but I do intend to drain all the water out after using and not let any sit overnight in the pot to prevent rust.	I ordered this as a gift because the color is shown as a light turquoise, which I wanted. The color is actually a very dark turquoise, could have bought the same color in Target for less money... the teapot itself is very nice.. may be sending it back though
B00455NTOU	It worked great for 6 months and suddenly stopped working. CucinaPro customer care was pretty useful in replacing the defective one with brand new one within a week. Thanks for a great customer service!!! Hopefully, this one won't go bad in next 6 months.	The machine is very tricky. It requires some trial and errors to make it work right. I do not like to put oil in the dough; however, it appears to me that without oil it is impossible to make tortilla or chapatti. It is useless for me.	I love this tortilla maker. I hate to buy them from the store and they sit in my fridge. This way I make them on the night we eat them. Yes you should grill them after to get the toasted look.	Great machine!!! I use it 3-4 times a week and perfect tortillas every time. I also make pizza crusts, pancakes and crepes. You have to get the recipe and technique right for tortillas but once you do it is easy. Love having a freezer full of bean burritos for a quick lunch.	For this price, plus the pennys you'll spend on a 3-4 ingredient mix, this appliance pays for itself in about 2 months at our house. Tortillas taste so fresh, no yucky preservatives, and you'll save TONS not buying anymore bleached white over-priced tortillas at the grocery store.	I noticed that several reviews indicated that users were using this machine to both press and cook their tortillas. This machine works in the same way as the 3000 dollar tortilla press except no automatic operation, that said a tortilla press needs to be hot to keep the tortilla from shrinking, however the tortilla needs to be finished cooking on a griddle for best results.	Fun and easy to use! Took me one batch to get my technique worked out, but it was very simple, easy to follow directions. Easy clean up too! I would recommend this to anyone looking for an electric tortilla maker!	I bought this for my boyfriend for making Roti but it flattens too much and so you don't get the air pockets and flakiness that you want in roti. Probably great and easy for tortillas but we just don't eat them.
B004R9X6VU	Not much air comes out of this thing. What does come out only comes out one side so I can't have it oscillate. I have to turn it so the side that has the air coming out is facing me.Piece of crap..... don't waste your money! Perfect example of 'you get what you pay for'. >: (	This fan takes up very little space and is pretty quiet. Since it's fairly tall, it can blow in your face when you're sitting down. It would be nice to be able to change the degree of oscillation, but that's not a huge deal.	I've had this for two months now, and I've noticed that it feels like there's only air coming out of one side. Bummer. Not sure what could be the problem, but it's too late to return it. Wouldn't recommend.	It's not that powerful unless you are all of a few inches from it. It wobbles a bit and after a few weeks of use it starts to squeak if you use the oscillating setting. I wish I wouldn't have cheaped out and bought a better more expensive fan.	This fan is pretty noisy in my sons small bedroom but I only really put it on the lowest setting so it's no big deal. What bothers me about it is that the fan blows out to the side of the vents rather than in the middle so I have to really play with it to aim it properly.	This fan is a horrible purchase. It doesn't blow air straight ahead. You have to turn the fan at an angle to feel any wind AND only if on high and within 24 inches. It was such a waste of money, I now have to buy another fan.	This tower fan is the right size, the right color. But the air flows from the side of the vent not from the full vent. You have to turn the fan almost to the wall to get the benefit of the fan. I would not recommend this fan.	My fan arrived with an out of balance blade assembly and had to be returned. The base is too small, which lets the tower sway. I ordered the Holmes HTF3211AR-BU and for a few extra dollars got a fan with a bigger base and remote control. Much better quality.
B006NNLX2C	Not sure I really like this. Because it's made of silicone, it's very flexible. That means it spills easily. It's also quite small, as other reviewers have pointed out. It's good for making small portions for one or two people.	The item cooks a small serving of vegetables okay but its so floppy to hold onto that I won't buy anymore silicone cookwear / bakewear. My microwave is up over the stove and its too hard to hold onto a floppy item when taking it out and its hot.	I have used this steamer every day since I have gotten it. It steams zucchini perfect in as little as 2 minutes. It makes perfect steamed cauliflower in 3 minutes. I will never tire of how fast it makes my vegetables and the ease of clean up time!!	I love this steamer and am purchasing a second one! It's a great size for a single person to steam veggies or even microwave fish, and the silicone makes it so easy to clean and store. The apple green color is cheerful and I love I can eat from the container (I hate doing dishes LOL).	I liked this steamer when I got it, but it has gotten to be a very unstable item to try and use. I hate taking it out of microwave when hot because I am afraid of it dumping hot food all over me.	I'm glad I tried this steamer. It is so easy to use and the veggie and fish tasted so much better! I think this will help me to stick to my weight loss goal by keeping me full eating more veggies.	As previously reviewed, this steamer is not overly sized. Perfect for single servings / possibly two. Easy to clean. I have a steam setting on my microwave that protests that the lid doesn't fit snuggly enough. Again, you get what you pay for.	I use it all the time for my veggies. It steams my broccoli or green beans in 2.5-3 mins and they are perfect. The container is flimsy and can be hot out of microwave, but rinses off easily and is rest to go again.
